policy_id,product_type,region,client_age,risk_score,start_date,end_date,duration_months,premium
P000387,Home,North,42,99.32,2020-09-11,2021-03-10,6,1097.2
P000388,Health,Central,54,47.88,2022-06-06,2022-12-03,6,1120.09
P000389,Home,North,20,45.11,2022-09-01,2023-08-27,12,1414.84
P000390,Life,Central,44,51.7,2021-12-19,2022-12-14,12,540.03
P000391,Auto,East,49,46.36,2019-01-17,2020-01-12,12,930.52
P000392,Home,South,30,51.84,2022-09-29,2023-09-24,12,1571.89
P000393,Life,West,66,69.3,2022-02-09,2023-02-04,12,907.12
P000394,Home,Central,39,48.13,2020-09-05,2021-08-31,12,1525.39
P000395,Life,North,43,32.56,2022-09-20,2023-09-15,12,525.1
P000396,Auto,Central,42,47.58,2019-08-01,2020-07-26,12,1084.03
P000397,Auto,Central,18,43.03,2019-10-03,2020-09-27,12,827.96
P000398,Home,North,60,71.36,2020-06-25,2021-06-20,12,1853.37
P000399,Auto,North,30,67.57,2019-08-25,2020-08-19,12,1504.52
P000400,Life,South,41,51.61,2019-08-08,2020-08-02,12,632.03
P000401,Auto,West,53,30.82,2022-02-07,2022-08-06,6,427.89
P000402,Health,South,66,31.61,2019-11-15,2020-11-09,12,2136.07
P000403,Health,South,28,50.23,2020-07-11,2021-07-06,12,2136.35
P000404,Auto,North,38,55.04,2020-07-31,2021-07-26,12,1093.41
P000405,Auto,North,65,44.38,2022-05-23,2023-05-18,12,946.25
P000406,Life,West,51,42.8,2020-03-07,2021-03-02,12,589.84
P000407,Health,Central,55,41.11,2020-12-03,2021-11-28,12,2064.88
P000408,Home,South,29,49.65,2020-02-21,2020-08-19,6,663.43
P000409,Auto,West,39,14.26,2022-11-08,2023-11-03,12,543.93
P000410,Home,South,42,33.48,2022-07-22,2023-01-18,6,595.44
P000411,Home,Central,32,40.59,2020-06-24,2021-06-19,12,1488.3
P000412,Auto,South,19,68.11,2021-11-01,2022-10-27,12,1438.54
P000413,Life,East,37,37.79,2021-09-27,2022-09-22,12,607.92
P000414,Auto,West,65,52.71,2020-05-29,2021-05-24,12,1121.34
P000415,Auto,North,45,53.4,2019-04-15,2020-04-09,12,936.27
P000416,Auto,South,65,69.47,2019-07-09,2020-07-03,12,1183.2
P000417,Auto,West,47,68.94,2022-07-23,2023-01-19,6,626.52
P000418,Auto,West,33,49.14,2021-05-17,2022-05-12,12,927.09
P000419,Home,South,64,42.87,2020-07-20,2021-07-15,12,1450.83
P000420,Auto,North,48,40.04,2019-04-01,2020-03-26,12,943.92
P000421,Auto,North,59,46.38,2019-01-08,2020-01-03,12,1007.86
P000422,Auto,South,28,43.49,2020-11-14,2021-11-09,12,1016.39
P000423,Health,West,60,58.3,2019-09-25,2020-03-23,6,1250.16
P000424,Home,North,61,56.3,2022-07-28,2023-07-23,12,1763.9
P000425,Home,South,49,58.88,2020-06-20,2020-12-17,6,772.19
P000426,Home,South,32,68.89,2019-11-27,2020-11-21,12,1666.89
P000427,Health,South,44,77.94,2021-06-23,2022-06-18,12,3515.83
P000428,Auto,West,54,51.87,2022-02-03,2023-01-29,12,1146.76
P000429,Home,North,48,66.49,2022-12-16,2023-12-11,12,1884.51
P000430,Life,West,54,44.73,2021-05-25,2021-11-21,6,293.35
P000431,Home,East,60,67.78,2022-02-22,2022-08-21,6,938.24
P000432,Auto,North,35,65.92,2019-01-20,2020-01-15,12,1207.29
P000433,Home,West,27,65.13,2019-08-18,2020-08-12,12,1572.78
P000434,Auto,North,44,51.41,2019-06-04,2019-12-01,6,445.28
P000435,Home,East,40,39.97,2022-11-16,2023-05-15,6,654.53
P000436,Life,Central,56,29.08,2019-11-02,2020-10-27,12,471.84
P000437,Auto,South,28,49.4,2022-01-22,2022-07-21,6,496.96
P000438,Life,West,60,73.0,2019-03-15,2020-03-09,12,851.42
P000439,Auto,East,65,45.35,2021-01-26,2022-01-21,12,923.85
P000440,Life,East,45,61.78,2022-04-07,2022-10-04,6,376.76
P000441,Home,North,45,62.66,2022-02-05,2022-08-04,6,851.45
P000442,Auto,North,33,45.74,2019-10-31,2020-10-25,12,1121.89
P000443,Auto,South,36,69.75,2021-05-30,2022-05-25,12,1246.98
P000444,Health,North,38,6.37,2019-09-19,2020-09-13,12,1469.9
P000445,Auto,West,66,31.66,2019-03-27,2020-03-21,12,807.37
P000446,Auto,West,43,36.27,2020-09-23,2021-09-18,12,817.39
P000447,Auto,West,25,37.7,2021-01-16,2022-01-11,12,775.73
P000448,Home,Central,48,55.04,2019-03-23,2020-03-17,12,1361.2
P000449,Home,West,57,54.35,2021-01-02,2021-12-28,12,1421.82
P000450,Auto,North,44,55.91,2020-03-06,2020-09-02,6,488.36
P000451,Auto,North,67,58.94,2022-10-28,2023-10-23,12,1151.0
P000452,Auto,West,56,35.75,2020-05-26,2021-05-21,12,785.38
P000453,Auto,East,29,31.73,2022-09-27,2023-09-22,12,795.35
P000454,Home,East,36,55.94,2019-07-30,2020-07-24,12,1812.92
P000455,Life,East,48,40.55,2020-12-25,2021-06-23,6,274.63
P000456,Auto,South,20,26.44,2022-02-20,2023-02-15,12,866.41
P000457,Auto,Central,50,64.57,2021-04-12,2021-10-09,6,518.35
P000458,Auto,West,18,70.93,2022-06-25,2023-06-20,12,1232.32
P000459,Health,South,60,73.36,2019-11-13,2020-05-11,6,1514.09
P000460,Health,East,58,52.81,2020-04-29,2020-10-26,6,1413.16
P000461,Life,West,52,59.39,2019-11-29,2020-05-27,6,269.83
P000462,Auto,South,34,70.55,2019-12-29,2020-12-23,12,1066.7
P000463,Auto,North,47,40.38,2021-04-24,2022-04-19,12,875.06
P000464,Auto,East,37,66.66,2019-02-20,2020-02-15,12,1386.07
P000465,Auto,South,29,54.13,2020-01-03,2020-12-28,12,1073.26
P000466,Home,North,39,63.71,2020-11-11,2021-11-06,12,1510.69
P000467,Life,East,55,52.79,2021-04-23,2021-10-20,6,284.3
P000468,Life,Central,45,69.44,2022-10-03,2023-09-28,12,899.75
P000469,Life,East,66,53.35,2020-05-23,2020-11-19,6,304.87
P000470,Auto,Central,56,27.74,2020-06-30,2021-06-25,12,663.77
P000471,Home,Central,54,71.78,2019-11-23,2020-05-21,6,1085.78
P000472,Auto,Central,20,35.79,2022-12-07,2023-12-02,12,913.35
P000473,Auto,West,40,68.8,2019-08-10,2020-02-06,6,690.87
P000474,Life,West,29,48.65,2021-02-22,2022-02-17,12,556.46
P000475,Auto,Central,42,67.64,2019-03-21,2020-03-15,12,1026.89
P000476,Home,North,34,67.02,2021-08-21,2022-08-16,12,1830.41
P000477,Auto,Central,39,56.45,2020-03-31,2020-09-27,6,556.75
P000478,Home,South,60,57.63,2020-02-13,2021-02-07,12,1697.04
P000479,Life,Central,52,56.34,2021-07-31,2022-07-26,12,771.97
P000480,Auto,West,60,19.79,2020-12-17,2021-12-12,12,526.96
P000481,Life,West,20,51.77,2020-09-17,2021-09-12,12,693.15
P000482,Auto,South,45,33.26,2020-04-11,2021-04-06,12,711.49
P000483,Home,South,59,52.57,2020-04-01,2021-03-27,12,1678.58
P000484,Life,East,67,32.86,2019-02-18,2020-02-13,12,472.87
P000485,Home,North,21,32.23,2022-09-13,2023-09-08,12,1084.08
P000486,Health,North,39,74.07,2020-01-31,2021-01-25,12,3025.58
P000487,Auto,North,60,66.04,2021-03-27,2021-09-23,6,510.05
P000488,Home,West,42,49.94,2020-11-03,2021-05-02,6,752.49
P000489,Home,North,31,52.77,2020-07-24,2021-07-19,12,1430.11
P000490,Health,East,21,46.28,2019-05-23,2020-05-17,12,2576.2
P000491,Auto,East,30,58.55,2020-07-25,2021-07-20,12,1173.17
P000492,Life,North,19,39.86,2020-12-20,2021-12-15,12,641.62
P000493,Home,South,45,64.91,2022-08-06,2023-02-02,6,916.58
P000494,Auto,East,58,46.2,2021-11-09,2022-05-08,6,502.05
P000495,Home,South,26,43.7,2021-03-29,2022-03-24,12,1580.74
P000496,Auto,West,48,50.33,2022-10-23,2023-10-18,12,940.95
P000497,Home,East,57,41.13,2022-01-03,2022-12-29,12,1140.86
P000498,Life,South,44,54.93,2020-11-09,2021-05-08,6,337.61
P000499,Home,North,20,41.94,2019-02-26,2020-02-21,12,1162.16
P000500,Home,West,50,57.03,2019-08-25,2020-08-19,12,2025.68
P000501,Home,Central,44,68.24,2020-06-18,2021-06-13,12,2094.43
P000502,Auto,Central,42,39.21,2020-01-01,2020-12-26,12,1058.9
P000503,Auto,North,36,48.04,2022-04-04,2023-03-30,12,982.58
P000504,Home,West,46,56.92,2020-06-27,2021-06-22,12,1714.0
P000505,Auto,West,52,43.46,2019-03-20,2020-03-14,12,879.18
P000506,Auto,West,80,56.96,2019-08-11,2020-02-07,6,589.59
P000507,Home,West,46,58.33,2022-05-06,2023-05-01,12,1449.38
P000508,Auto,Central,67,66.25,2021-06-08,2022-06-03,12,891.1
P000509,Auto,South,50,40.91,2020-12-08,2021-12-03,12,820.47
P000510,Home,West,43,35.86,2020-10-04,2021-09-29,12,1064.2
P000511,Auto,South,47,45.39,2021-06-12,2022-06-07,12,1084.3
P000512,Health,West,26,35.48,2022-05-26,2023-05-21,12,2439.23
P000513,Life,East,49,58.47,2021-11-13,2022-11-08,12,591.93
P000514,Life,East,18,32.57,2019-08-25,2020-08-19,12,558.12
P000515,Auto,East,32,85.0,2021-02-27,2021-08-26,6,777.55
P000516,Life,West,46,69.44,2022-03-26,2022-09-22,6,324.9
P000517,Life,South,62,50.19,2020-01-25,2021-01-19,12,601.98
P000518,Life,Central,66,63.01,2020-06-05,2021-05-31,12,680.65
P000519,Auto,North,41,25.45,2019-04-01,2020-03-26,12,758.16
P000520,Home,Central,47,87.85,2022-12-22,2023-06-20,6,956.63
P000521,Life,West,59,41.15,2021-06-12,2022-06-07,12,553.1
P000522,Home,East,25,48.19,2019-01-04,2019-12-30,12,1366.76
P000523,Home,East,51,22.16,2021-11-30,2022-11-25,12,1046.16
P000524,Home,South,32,57.29,2022-01-07,2023-01-02,12,1595.86
P000525,Home,West,42,33.4,2022-11-07,2023-11-02,12,1136.91
P000526,Auto,Central,38,51.52,2022-10-05,2023-09-30,12,996.52
P000527,Home,West,51,41.84,2020-02-08,2021-02-02,12,1628.62
P000528,Auto,West,53,33.83,2021-01-15,2021-07-14,6,386.18
P000529,Home,East,58,37.93,2021-06-02,2021-11-29,6,574.6
P000530,Auto,Central,50,53.39,2019-05-24,2020-05-18,12,1101.4
P000531,Home,North,47,30.78,2022-09-22,2023-09-17,12,1137.48
P000532,Auto,East,72,38.77,2020-11-07,2021-11-02,12,742.79
P000533,Home,Central,22,59.95,2022-06-30,2023-06-25,12,2053.79
P000534,Life,South,70,89.04,2020-10-04,2021-09-29,12,885.45
P000535,Auto,East,40,57.16,2022-09-20,2023-09-15,12,1044.89
P000536,Auto,South,53,36.24,2019-09-13,2020-09-07,12,848.22
P000537,Auto,East,40,44.49,2020-09-07,2021-09-02,12,1095.45
P000538,Life,West,34,50.47,2021-11-04,2022-05-03,6,261.47
P000539,Home,Central,52,44.76,2020-09-25,2021-09-20,12,1444.47
P000540,Home,South,60,63.55,2022-09-27,2023-03-26,6,1053.95
P000541,Auto,East,52,53.26,2021-04-16,2022-04-11,12,1052.5
P000542,Home,South,36,63.62,2020-10-30,2021-10-25,12,1529.57
P000543,Life,East,90,45.28,2021-04-04,2021-10-01,6,276.57
P000544,Life,East,62,69.88,2022-11-28,2023-11-23,12,790.11
P000545,Home,North,59,47.5,2020-08-28,2021-08-23,12,1648.63
P000546,Auto,North,39,35.43,2022-02-09,2023-02-04,12,797.16
P000547,Auto,North,35,82.66,2019-09-18,2020-03-16,6,753.49
P000548,Auto,South,40,22.63,2020-01-28,2021-01-22,12,575.17
P000549,Auto,West,61,38.92,2021-05-11,2022-05-06,12,741.86
P000550,Auto,East,30,40.59,2022-09-23,2023-09-18,12,844.25
P000551,Auto,Central,28,87.62,2021-02-15,2022-02-10,12,1660.16
P000552,Auto,North,53,77.1,2022-10-19,2023-10-14,12,1334.33
P000553,Health,South,49,72.41,2019-12-23,2020-12-17,12,3264.24
P000554,Home,South,33,45.04,2022-06-14,2023-06-09,12,1449.95
P000555,Life,South,28,86.39,2022-03-11,2023-03-06,12,997.52
P000556,Life,Central,66,55.53,2020-09-08,2021-09-03,12,625.81
P000557,Auto,Central,50,64.66,2021-04-11,2021-10-08,6,628.43
P000558,Life,North,24,52.7,2022-01-27,2022-07-26,6,295.82
P000559,Auto,Central,25,49.26,2019-01-01,2019-12-27,12,1187.69
P000560,Home,North,39,46.22,2020-09-14,2021-09-09,12,1317.35
P000561,Auto,Central,55,46.86,2020-08-10,2021-08-05,12,877.41
P000562,Health,Central,53,59.13,2020-03-06,2020-09-02,6,1463.19
P000563,Auto,Central,61,55.51,2021-05-30,2021-11-26,6,537.31
P000564,Auto,North,22,49.53,2022-04-02,2022-09-29,6,513.43
P000565,Health,East,48,72.64,2022-05-27,2023-05-22,12,3251.47
P000566,Auto,North,66,5.5,2022-09-02,2023-08-28,12,415.19
P000567,Home,East,64,57.65,2020-10-21,2021-10-16,12,1901.92
P000568,Life,South,50,60.77,2021-08-10,2022-08-05,12,768.84
P000569,Life,South,80,67.2,2021-06-23,2022-06-18,12,856.46
P000570,Health,North,54,49.03,2021-06-24,2022-06-19,12,2340.35
P000571,Health,East,60,53.12,2022-10-15,2023-10-10,12,2701.63
P000572,Auto,East,45,64.79,2020-03-13,2021-03-08,12,1200.72
P000573,Life,East,33,72.37,2021-11-12,2022-11-07,12,882.2
P000574,Home,South,31,45.49,2021-08-27,2022-08-22,12,1583.44
P000575,Home,North,47,54.0,2019-12-14,2020-12-08,12,1602.35
P000576,Auto,West,41,75.18,2022-09-11,2023-09-06,12,1104.5
P000577,Home,East,18,18.14,2019-06-23,2019-12-20,6,545.7
P000578,Health,East,29,39.65,2020-08-04,2021-07-30,12,2311.23
P000579,Health,West,40,71.99,2021-11-21,2022-11-16,12,2967.45
P000580,Home,North,55,66.39,2022-09-21,2023-03-20,6,934.0
P000581,Auto,East,44,57.84,2022-07-20,2023-07-15,12,928.75
P000582,Auto,North,43,43.27,2022-06-22,2023-06-17,12,1016.25
P000583,Life,East,30,36.77,2020-11-17,2021-11-12,12,448.42
P000584,Life,Central,45,41.13,2019-07-11,2020-07-05,12,546.14
P000585,Home,East,64,73.22,2020-04-26,2021-04-21,12,1964.85
P000586,Auto,Central,47,40.57,2022-10-09,2023-04-07,6,489.48
P000587,Home,North,22,51.52,2020-09-27,2021-03-26,6,771.82
P000588,Home,East,26,38.69,2020-04-05,2020-10-02,6,689.37
P000589,Health,South,53,62.64,2020-02-12,2020-08-10,6,1435.55
P000590,Home,South,41,41.92,2019-10-29,2020-04-26,6,675.1
P000591,Auto,West,43,48.54,2019-02-20,2019-08-19,6,495.44
P000592,Home,South,35,24.75,2019-04-05,2020-03-30,12,1025.73
P000593,Auto,Central,52,25.8,2020-05-16,2020-11-12,6,294.96
P000594,Health,South,40,50.12,2021-08-31,2022-08-26,12,2311.24
P000595,Auto,South,42,30.12,2022-06-05,2023-05-31,12,780.08
P000596,Home,South,32,81.58,2019-05-30,2020-05-24,12,2016.91
P000597,Auto,East,58,19.08,2021-07-21,2022-07-16,12,619.16
P000598,Home,West,41,38.0,2021-04-28,2021-10-25,6,621.24
P000599,Home,North,54,50.25,2022-07-13,2023-01-09,6,687.29
P000600,Life,West,27,44.52,2022-03-24,2022-09-20,6,277.55
P000601,Auto,Central,71,33.44,2020-02-03,2020-08-01,6,388.35
P000602,Auto,East,64,35.63,2022-11-27,2023-05-26,6,413.99
P000603,Auto,East,18,35.14,2021-02-25,2021-08-24,6,427.0
P000604,Home,South,32,45.7,2021-10-09,2022-04-07,6,698.46
P000605,Auto,South,52,79.28,2021-03-29,2021-09-25,6,606.11
P000606,Home,Central,25,51.17,2020-05-14,2021-05-09,12,1308.4
P000607,Life,East,43,67.74,2019-10-30,2020-04-27,6,477.47
P000608,Life,North,51,57.6,2022-09-05,2023-08-31,12,604.95
P000609,Home,West,42,66.71,2022-11-09,2023-11-04,12,1707.39
P000610,Home,East,53,8.0,2019-01-12,2020-01-07,12,782.46
P000611,Auto,North,34,45.43,2019-08-07,2020-02-03,6,489.63
P000612,Home,North,18,69.61,2021-05-20,2022-05-15,12,1949.5
P000613,Life,West,59,41.42,2020-03-24,2021-03-19,12,535.83
P000614,Auto,North,59,76.44,2019-12-27,2020-06-24,6,674.35
P000615,Home,Central,82,72.26,2022-11-26,2023-11-21,12,1912.34
P000616,Life,North,18,42.96,2021-11-26,2022-11-21,12,554.34
P000617,Life,Central,56,42.45,2021-08-09,2022-02-05,6,291.16
P000618,Auto,North,18,34.8,2019-04-13,2019-10-10,6,451.94
P000619,Home,South,71,40.56,2022-02-15,2023-02-10,12,1327.13
P000620,Auto,North,52,31.51,2020-05-25,2021-05-20,12,776.91
P000621,Auto,Central,30,56.43,2019-09-06,2020-03-04,6,596.11
P000622,Health,North,56,28.16,2021-07-23,2022-01-19,6,1011.08
P000623,Life,North,36,59.06,2019-10-01,2020-09-25,12,802.71
P000624,Life,North,49,59.42,2021-08-09,2022-08-04,12,573.48
P000625,Auto,Central,48,25.08,2022-09-29,2023-09-24,12,764.41
P000626,Life,North,71,73.25,2021-12-23,2022-12-18,12,847.46
P000627,Home,West,72,57.7,2022-02-18,2023-02-13,12,1493.48
P000628,Auto,West,36,61.25,2022-05-04,2023-04-29,12,1163.56
P000629,Home,Central,60,38.62,2020-10-11,2021-04-09,6,715.65
P000630,Auto,South,50,59.34,2021-06-25,2021-12-22,6,509.94
P000631,Life,West,23,66.9,2022-06-08,2023-06-03,12,785.02
P000632,Home,East,34,48.52,2021-10-30,2022-10-25,12,1601.74
P000633,Auto,West,80,80.03,2021-05-23,2022-05-18,12,1214.66
P000634,Auto,East,50,50.66,2022-01-27,2023-01-22,12,993.58
P000635,Auto,Central,59,67.11,2021-07-02,2021-12-29,6,620.8
P000636,Auto,South,41,54.4,2019-11-22,2020-11-16,12,968.98
P000637,Home,East,36,58.78,2021-08-30,2022-08-25,12,1512.27
P000638,Life,East,45,24.93,2021-07-10,2022-01-06,6,215.54
P000639,Auto,West,41,55.57,2020-06-14,2020-12-11,6,576.18
P000640,Auto,East,22,38.98,2020-05-21,2021-05-16,12,923.62
P000641,Home,Central,29,37.3,2022-07-29,2023-01-25,6,580.94
P000642,Life,Central,55,76.16,2020-07-21,2021-07-16,12,874.76
P000643,Auto,Central,39,46.79,2021-12-03,2022-06-01,6,440.55
P000644,Auto,West,45,34.95,2021-09-19,2022-09-14,12,687.46
P000645,Home,South,48,44.61,2022-07-07,2023-01-03,6,675.74
P000646,Auto,West,49,30.49,2020-05-04,2021-04-29,12,851.89
P000647,Auto,Central,62,71.51,2020-07-16,2021-07-11,12,1340.65
P000648,Life,West,28,39.56,2021-06-19,2022-06-14,12,546.61
P000649,Home,Central,53,57.94,2019-06-08,2020-06-02,12,1574.46
P000650,Home,North,56,70.34,2020-08-08,2021-08-03,12,1793.39
P000651,Life,North,59,42.5,2020-04-25,2020-10-22,6,287.47
P000652,Home,East,23,57.98,2020-07-10,2021-07-05,12,1468.03
P000653,Auto,South,48,34.55,2020-11-18,2021-11-13,12,786.24
P000654,Auto,North,70,86.69,2020-10-16,2021-10-11,12,1409.23
P000655,Auto,Central,43,64.05,2022-01-11,2023-01-06,12,1010.71
P000656,Auto,West,52,47.11,2019-06-15,2019-12-12,6,442.19
P000657,Home,West,56,38.41,2019-10-11,2020-04-08,6,672.2
P000658,Life,East,29,48.29,2019-11-05,2020-10-30,12,612.76
P000659,Health,West,72,44.9,2020-04-18,2021-04-13,12,2274.53
P000660,Home,North,52,79.29,2021-02-23,2022-02-18,12,1842.45
P000661,Auto,West,52,31.62,2022-11-22,2023-11-17,12,902.35
P000662,Auto,North,20,52.02,2019-11-09,2020-11-03,12,938.41
P000663,Life,North,56,49.72,2022-12-17,2023-12-12,12,638.57
P000664,Home,South,52,48.24,2020-03-14,2020-09-10,6,698.34
P000665,Home,East,69,48.37,2019-05-12,2019-11-08,6,738.0
P000666,Life,Central,40,48.26,2021-04-29,2021-10-26,6,319.98
P000667,Life,North,30,63.1,2021-04-14,2021-10-11,6,312.07
P000668,Life,East,34,59.13,2020-11-08,2021-05-07,6,346.51
P000669,Auto,Central,37,56.28,2022-01-16,2022-07-15,6,601.7
P000670,Life,West,28,4.49,2021-08-12,2022-02-08,6,166.82
P000671,Life,East,64,54.5,2021-05-01,2021-10-28,6,325.09
P000672,Auto,East,64,25.17,2019-05-08,2020-05-02,12,704.97
P000673,Home,East,42,59.69,2020-02-28,2020-08-26,6,1022.35
P000674,Auto,West,39,72.12,2021-05-10,2022-05-05,12,1409.06
P000675,Health,West,18,36.11,2021-03-08,2022-03-03,12,1954.7
P000676,Auto,East,55,46.07,2022-04-11,2023-04-06,12,893.86
P000677,Home,South,69,41.01,2022-11-25,2023-05-24,6,733.09
P000678,Auto,North,35,68.53,2019-02-10,2020-02-05,12,1098.77
P000679,Life,West,43,51.43,2022-03-25,2023-03-20,12,704.87
P000680,Auto,South,51,75.92,2021-02-18,2022-02-13,12,1354.87
P000681,Auto,West,70,56.21,2021-09-03,2022-08-29,12,1130.15
P000682,Home,East,47,53.64,2019-01-13,2019-07-12,6,762.66
P000683,Health,South,47,51.02,2020-12-21,2021-06-19,6,1185.61
P000684,Auto,Central,47,62.27,2020-09-03,2021-08-29,12,1314.97
P000685,Auto,North,23,23.93,2021-03-09,2022-03-04,12,670.21
P000686,Life,North,23,51.28,2021-05-08,2022-05-03,12,608.52
P000687,Home,West,32,48.95,2022-01-07,2023-01-02,12,1469.23
P000688,Health,North,60,60.88,2022-01-23,2022-07-22,6,1440.48
P000689,Auto,Central,39,47.18,2022-05-20,2023-05-15,12,866.57
P000690,Home,South,37,34.42,2020-03-27,2020-09-23,6,575.34
P000691,Auto,South,36,50.11,2021-09-26,2022-09-21,12,939.44
P000692,Auto,East,42,33.76,2020-03-25,2021-03-20,12,873.18
P000693,Home,South,70,21.12,2020-07-12,2021-07-07,12,893.32
P000694,Home,West,42,60.91,2021-06-11,2021-12-08,6,699.27
P000695,Life,Central,33,58.69,2021-09-21,2022-03-20,6,277.21
P000696,Auto,East,45,57.01,2019-03-01,2020-02-24,12,924.71
P000697,Home,West,71,69.54,2021-03-07,2021-09-03,6,1051.92
P000698,Home,West,37,40.02,2020-11-19,2021-11-14,12,1322.5
P000699,Health,West,27,28.53,2022-10-01,2023-03-30,6,974.46
P000700,Auto,North,37,48.95,2022-10-22,2023-10-17,12,1040.37
P000701,Auto,West,46,44.79,2021-04-08,2022-04-03,12,942.75
P000702,Auto,North,55,37.37,2019-12-05,2020-06-02,6,421.05
P000703,Home,South,60,48.8,2021-08-15,2022-08-10,12,1632.82
P000704,Auto,North,29,40.83,2019-09-19,2020-03-17,6,451.48
P000705,Health,West,30,22.46,2022-06-28,2022-12-25,6,953.99
P000706,Auto,Central,40,43.38,2021-12-29,2022-12-24,12,977.71
P000707,Life,Central,55,32.95,2019-02-25,2020-02-20,12,466.41
P000708,Auto,South,26,53.47,2021-03-17,2022-03-12,12,989.86
P000709,Home,West,35,40.16,2022-04-27,2022-10-24,6,613.32
P000710,Health,North,36,66.67,2022-03-01,2023-02-24,12,3365.38
P000711,Auto,Central,59,74.06,2022-09-19,2023-09-14,12,1236.52
P000712,Health,East,52,60.19,2019-02-25,2020-02-20,12,2581.67
P000713,Home,West,58,26.73,2019-06-21,2020-06-15,12,1115.71
P000714,Health,West,65,72.58,2022-08-09,2023-08-04,12,3146.53
P000715,Home,East,40,73.64,2021-05-27,2022-05-22,12,1982.24
P000716,Auto,Central,27,50.28,2019-10-05,2020-09-29,12,1192.98
P000717,Auto,East,27,69.84,2021-08-03,2022-07-29,12,1351.13
P000718,Auto,South,18,41.72,2020-01-08,2021-01-02,12,903.07
P000719,Auto,North,38,22.01,2019-04-13,2019-10-10,6,285.29
P000720,Auto,North,39,38.6,2020-06-16,2021-06-11,12,820.04
P000721,Auto,Central,56,75.94,2021-02-15,2022-02-10,12,1404.52
P000722,Home,East,45,27.63,2020-11-01,2021-04-30,6,484.42
P000723,Life,West,37,49.99,2020-03-09,2020-09-05,6,379.36
P000724,Auto,West,43,50.51,2021-07-20,2022-07-15,12,1007.57
P000725,Auto,West,29,42.31,2020-10-31,2021-10-26,12,912.15
P000726,Home,South,60,43.35,2020-11-22,2021-11-17,12,1288.28
P000727,Auto,South,33,51.08,2021-02-15,2021-08-14,6,531.64
P000728,Auto,West,27,41.57,2020-07-23,2021-07-18,12,794.75
P000729,Auto,Central,57,28.67,2021-05-13,2021-11-09,6,452.56
P000730,Health,South,53,53.23,2020-05-31,2020-11-27,6,1469.5
P000731,Life,South,19,66.1,2019-06-17,2019-12-14,6,409.58
P000732,Auto,North,57,63.04,2021-08-21,2022-08-16,12,995.68
P000733,Home,North,33,37.85,2019-02-09,2020-02-04,12,1307.62
P000734,Home,Central,39,31.23,2022-01-09,2023-01-04,12,1302.65
P000735,Home,South,47,45.74,2019-04-17,2020-04-11,12,1507.74
P000736,Home,South,53,73.52,2020-12-17,2021-12-12,12,1730.62
P000737,Home,East,51,59.68,2020-04-04,2021-03-30,12,1565.4
P000738,Auto,Central,44,60.56,2022-08-24,2023-08-19,12,1075.8
P000739,Auto,Central,38,63.35,2019-05-21,2020-05-15,12,1090.19
P000740,Home,East,51,56.31,2022-08-27,2023-08-22,12,1860.26
P000741,Life,East,43,51.81,2019-03-24,2020-03-18,12,515.9
P000742,Home,North,72,59.93,2019-03-05,2020-02-28,12,1788.85
P000743,Life,Central,53,41.81,2020-05-21,2021-05-16,12,490.74
P000744,Health,Central,31,28.78,2020-02-13,2021-02-07,12,1684.28
P000745,Auto,East,37,60.84,2019-02-11,2019-08-10,6,451.48
P000746,Home,West,45,68.57,2022-06-26,2023-06-21,12,1733.55
P000747,Home,West,64,33.23,2019-11-09,2020-11-03,12,1379.15
P000748,Health,North,66,62.33,2020-05-03,2021-04-28,12,2945.9
